,Player,Tm,Age,2021 Games,2021 GS,2021 Tgt,2021 Rec,2021 RushingYds,2021 RushingTD,2021 RushingAtt,2021 ReceivingYds,2021 ReceivingTD,2021 FantasyPoints,2019 Games,2019 GS,2019 Tgt,2019 Rec,2019 RushingYds,2019 RushingTD,2019 RushingAtt,2019 ReceivingYds,2019 ReceivingTD,2019 FantasyPoints,2020 Games,2020 GS,2020 Tgt,2020 Rec,2020 RushingYds,2020 RushingTD,2020 RushingAtt,2020 ReceivingYds,2020 ReceivingTD,2020 FantasyPoints,Usage19,Touchdowns19,TotYdsScrm19,Production19,Usage20,Touchdowns20,TotYdsScrm20,Production20,Usage21,Touchdowns21,TotYdsScrm21,Production21,Average Total Usage,Average Total Yards,Average Total Production
412,Trey Burton,CHI,28.0,8.0,5.0,24.0,14.0,0.0,0.0,0.0,84.0,0.0,22.4,13,4,47.0,28.0,3.0,2.0,2.0,250.0,3.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.769230769230769,5.0,253.0,44.72,0.0,0.0,0.0,0.0,4.75,0.0,84.0,17.68421052631579,3.506410256410257,112.33333333333333,20.80140350877193
413,Darren Fells,HOU,33.0,16.0,14.0,48.0,34.0,0.0,0.0,0.0,341.0,7.0,110.1,16,14,28.0,21.0,0.0,0.0,0.0,312.0,4.0,55.0,9.0,5.0,5.0,4.0,0.0,0.0,0.0,43.0,0.0,4.0,3.0625,4.0,312.0,103.18367346938776,1.0,0.0,43.0,43.0,5.125,7.0,341.0,67.90243902439025,3.0625,232.0,71.36203749792601
414,Gerald Everett,LAR,25.0,13.0,2.0,60.0,37.0,0.0,0.0,1.0,408.0,2.0,89.8,16,7,62.0,41.0,2.0,1.0,1.0,417.0,1.0,52.0,15.0,12.0,63.0,48.0,20.0,0.0,3.0,478.0,4.0,70.0,6.4375,2.0,419.0,65.39805825242719,7.4,4.0,498.0,67.83783783783784,7.461538461538462,2.0,408.0,54.94845360824742,7.099679487179487,441.6666666666667,62.72811656617082
415,Mo Alie-Cox,IND,26.0,16.0,2.0,11.0,8.0,0.0,0.0,0.0,93.0,0.0,17.3,15,6,39.0,31.0,0.0,0.0,0.0,394.0,2.0,49.0,17.0,7.0,45.0,24.0,0.0,0.0,0.0,316.0,4.0,56.0,4.666666666666667,2.0,394.0,84.85714285714285,4.0588235294117645,4.0,316.0,78.84057971014494,1.1875,0.0,93.0,78.3157894736842,3.3043300653594776,267.6666666666667,80.671170680324
416,Jordan Akins,HOU,27.0,16.0,9.0,55.0,36.0,0.0,0.0,0.0,418.0,2.0,89.8,13,5,49.0,37.0,4.0,0.0,1.0,403.0,1.0,47.0,13.0,3.0,33.0,24.0,3.0,0.0,1.0,214.0,0.0,18.0,6.615384615384615,1.0,407.0,61.674418604651166,4.384615384615385,0.0,217.0,49.49122807017543,5.6875,2.0,418.0,73.84615384615384,5.5625,347.3333333333333,61.67060017366015
417,Tyler Eifert,CIN,29.0,16.0,4.0,63.0,43.0,0.0,0.0,0.0,436.0,3.0,104.6,15,4,60.0,36.0,0.0,0.0,0.0,349.0,2.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,2.0,349.0,54.84375,0.0,0.0,0.0,0.0,6.625,3.0,436.0,66.26415094339623,4.341666666666667,261.6666666666667,40.36930031446541
418,Jordan Reed,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,46.0,26.0,0.0,0.0,0.0,231.0,4.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,4.0,231.0,32.638888888888886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,77.0,10.879629629629628
419,Richard Rodgers,PHI,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,4,31.0,24.0,0.0,0.0,0.0,345.0,2.0,47.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,11.0,0.0,1.0,3.9285714285714284,2.0,345.0,88.32727272727273,1.3333333333333333,0.0,11.0,8.25,0.0,0.0,0.0,0.0,1.753968253968254,118.66666666666667,32.192424242424245
420,Anthony Firkser,TEN,24.0,15.0,1.0,24.0,14.0,0.0,0.0,0.0,204.0,1.0,40.4,16,1,53.0,39.0,0.0,0.0,0.0,387.0,1.0,45.0,15.0,1.0,43.0,34.0,0.0,0.0,0.0,291.0,2.0,45.0,5.75,1.0,387.0,67.47826086956522,5.133333333333334,2.0,291.0,57.077922077922075,2.533333333333333,1.0,204.0,80.92105263157895,4.472222222222222,294.0,68.49241185968874
421,Chris Herndon,NYJ,23.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,7.0,0.0,1.7,16,13,45.0,31.0,0.0,0.0,0.0,287.0,3.0,43.0,16.0,5.0,7.0,4.0,0.0,0.0,0.0,40.0,1.0,10.0,4.75,3.0,287.0,61.05263157894737,0.6875,1.0,40.0,59.63636363636363,3.0,0.0,7.0,2.3333333333333335,2.8125,111.33333333333333,41.007442849548106
422,Dawson Knox,BUF,23.0,15.0,11.0,50.0,28.0,9.0,0.0,1.0,388.0,2.0,79.7,12,7,44.0,24.0,0.0,0.0,0.0,288.0,3.0,43.0,15.0,14.0,71.0,49.0,4.0,0.0,0.0,587.0,9.0,115.0,5.666666666666667,3.0,288.0,51.35294117647059,8.0,9.0,591.0,75.0,5.2,2.0,397.0,76.73076923076923,6.288888888888889,425.3333333333333,67.6945701357466
423,Zach Ertz,PHI,29.0,15.0,15.0,135.0,88.0,0.0,0.0,0.0,916.0,6.0,213.6,11,11,72.0,36.0,0.0,0.0,0.0,335.0,1.0,42.0,17.0,14.0,112.0,74.0,4.0,0.0,1.0,763.0,5.0,107.0,9.818181818181818,1.0,335.0,34.22222222222222,10.941176470588236,5.0,767.0,70.55913978494624,14.866666666666667,6.0,916.0,62.01793721973094,11.87534165181224,672.6666666666666,55.59976640896647
424,Jack Doyle,IND,29.0,16.0,16.0,72.0,43.0,0.0,0.0,0.0,448.0,4.0,111.8,14,12,33.0,23.0,0.0,0.0,0.0,251.0,3.0,41.0,17.0,14.0,43.0,29.0,0.0,0.0,0.0,302.0,3.0,50.0,4.0,3.0,251.0,63.5,4.235294117647059,3.0,302.0,72.01388888888889,7.1875,4.0,448.0,62.88695652173913,5.140931372549019,333.6666666666667,66.133615136876
425,Jacob Hollister,SEA,26.0,11.0,3.0,59.0,41.0,0.0,0.0,0.0,349.0,3.0,93.9,16,5,40.0,25.0,0.0,0.0,0.0,209.0,3.0,41.0,7.0,2.0,14.0,9.0,0.0,0.0,0.0,55.0,1.0,12.0,4.0625,3.0,209.0,52.184615384615384,3.2857142857142856,1.0,55.0,17.043478260869566,9.090909090909092,3.0,349.0,38.72,5.479707792207793,204.33333333333334,35.982697881828315
426,Cameron Brate,TAM,28.0,16.0,6.0,55.0,36.0,0.0,0.0,0.0,311.0,4.0,91.1,16,1,34.0,28.0,0.0,0.0,0.0,282.0,2.0,40.0,17.0,3.0,57.0,30.0,0.0,0.0,0.0,245.0,4.0,49.0,3.875,2.0,282.0,73.29032258064517,5.117647058823529,4.0,245.0,48.65517241379311,5.6875,4.0,311.0,55.38461538461539,4.893382352941177,279.3333333333333,59.11003679301789
427,Drew Sample,CIN,23.0,9.0,2.0,6.0,5.0,0.0,0.0,0.0,30.0,0.0,8.0,16,13,53.0,40.0,0.0,0.0,0.0,349.0,1.0,39.0,17.0,8.0,15.0,11.0,0.0,0.0,0.0,81.0,0.0,8.0,5.8125,1.0,349.0,60.215053763440864,1.5294117647058822,0.0,81.0,52.96153846153847,1.2222222222222223,0.0,30.0,24.545454545454543,2.8547113289760353,153.33333333333334,45.90734892347796
428,Harrison Bryant,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,9,38.0,24.0,0.0,0.0,0.0,238.0,3.0,38.0,16.0,3.0,28.0,21.0,0.0,0.0,0.0,233.0,3.0,41.0,4.133333333333334,3.0,238.0,58.30645161290322,3.0625,3.0,233.0,77.06122448979592,0.0,0.0,0.0,0.0,2.3986111111111112,157.0,45.12255870089971
429,Will Dissly,SEA,23.0,6.0,6.0,27.0,23.0,7.0,0.0,1.0,262.0,4.0,73.9,16,12,29.0,24.0,0.0,0.0,0.0,251.0,2.0,37.0,15.0,14.0,26.0,21.0,0.0,0.0,0.0,231.0,1.0,29.0,3.3125,2.0,251.0,76.37735849056604,3.1333333333333333,1.0,231.0,74.04255319148936,8.333333333333334,4.0,269.0,32.76,4.926388888888889,250.33333333333334,61.05997056068512
430,Kyle Rudolph,MIN,30.0,16.0,16.0,48.0,39.0,0.0,0.0,0.0,367.0,6.0,111.7,12,12,37.0,28.0,0.0,0.0,0.0,334.0,1.0,37.0,16.0,13.0,39.0,26.0,0.0,0.0,0.0,257.0,1.0,34.0,5.416666666666667,1.0,334.0,61.84615384615384,4.0625,1.0,257.0,63.50769230769231,5.4375,6.0,367.0,68.59770114942529,4.972222222222222,319.3333333333333,64.65051576775714
431,Cole Kmet,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,9,44.0,28.0,-3.0,0.0,1.0,243.0,2.0,34.0,17.0,17.0,93.0,60.0,0.0,0.0,1.0,612.0,0.0,61.0,4.5,2.0,240.0,53.77777777777778,9.0,0.0,612.0,68.0,0.0,0.0,0.0,0.0,4.5,284.0,40.59259259259259
432,Donald Parham,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,5,20.0,10.0,0.0,0.0,0.0,159.0,3.0,34.0,14.0,9.0,27.0,20.0,0.0,0.0,0.0,190.0,3.0,39.0,2.3076923076923075,3.0,159.0,70.2,3.357142857142857,3.0,190.0,57.48936170212766,0.0,0.0,0.0,0.0,1.888278388278388,116.33333333333333,42.56312056737588
433,David Njoku,CLE,23.0,4.0,1.0,10.0,5.0,0.0,0.0,0.0,41.0,1.0,15.1,13,5,29.0,19.0,0.0,0.0,0.0,213.0,2.0,33.0,16.0,11.0,53.0,36.0,1.0,0.0,1.0,475.0,4.0,72.0,3.6923076923076925,2.0,213.0,58.229166666666664,5.5625,4.0,476.0,86.29213483146067,3.75,1.0,41.0,11.2,4.334935897435898,243.33333333333334,51.90710049937578
434,Adam Shaheen,CHI,25.0,8.0,2.0,13.0,9.0,0.0,0.0,0.0,74.0,0.0,14.4,16,5,22.0,12.0,0.0,0.0,0.0,150.0,3.0,33.0,12.0,7.0,16.0,12.0,0.0,0.0,0.0,110.0,0.0,11.0,2.125,3.0,150.0,72.0,2.3333333333333335,0.0,110.0,47.14285714285714,2.75,0.0,74.0,26.90909090909091,2.402777777777778,111.33333333333333,48.683982683982684
435,Durham Smythe,MIA,24.0,16.0,14.0,14.0,7.0,0.0,0.0,0.0,65.0,0.0,13.5,15,13,29.0,26.0,0.0,0.0,0.0,208.0,2.0,33.0,17.0,12.0,41.0,34.0,3.0,0.0,2.0,357.0,0.0,36.0,3.6666666666666665,2.0,208.0,57.27272727272727,4.411764705882353,0.0,360.0,81.6,1.3125,0.0,65.0,49.523809523809526,3.1303104575163396,211.0,62.798845598845595
436,Ross Dwelley,SFO,24.0,16.0,6.0,22.0,15.0,0.0,0.0,0.0,91.0,2.0,36.1,16,9,24.0,19.0,0.0,0.0,0.0,245.0,1.0,31.0,17.0,2.0,5.0,4.0,0.0,0.0,0.0,51.0,1.0,11.0,2.6875,1.0,245.0,91.53488372093024,0.5294117647058824,1.0,51.0,98.22222222222221,2.3125,2.0,91.0,40.21621621621622,1.8431372549019607,129.0,76.65777405312289
437,Tyler Kroft,BUF,27.0,11.0,3.0,14.0,6.0,0.0,0.0,0.0,71.0,1.0,19.1,10,4,16.0,12.0,0.0,0.0,0.0,119.0,3.0,30.0,9.0,6.0,25.0,16.0,0.0,0.0,0.0,173.0,1.0,23.0,2.8,3.0,119.0,43.57142857142858,4.555555555555555,1.0,173.0,38.19512195121951,1.8181818181818181,1.0,71.0,39.6,3.0579124579124577,121.0,40.455516840882694
438,Greg Olsen,CAR,34.0,14.0,14.0,82.0,52.0,0.0,0.0,0.0,597.0,2.0,123.7,11,8,37.0,24.0,0.0,0.0,0.0,239.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.545454545454546,1.0,239.0,43.27868852459016,0.0,0.0,0.0,0.0,9.571428571428571,2.0,597.0,62.582089552238806,5.038961038961038,278.6666666666667,35.28692602560965
439,Marcedes Lewis,GNB,35.0,16.0,11.0,19.0,15.0,0.0,0.0,0.0,156.0,1.0,36.6,15,15,17.0,10.0,0.0,0.0,0.0,107.0,3.0,29.0,17.0,17.0,28.0,23.0,0.0,0.0,0.0,214.0,0.0,21.0,1.8,3.0,107.0,61.11111111111111,3.0,0.0,214.0,71.33333333333333,2.125,1.0,156.0,73.88235294117646,2.308333333333333,159.0,68.77559912854029
440,Pharaoh Brown,CLE,25.0,9.0,6.0,3.0,2.0,0.0,0.0,0.0,27.0,0.0,4.7,13,9,16.0,14.0,0.0,0.0,0.0,163.0,2.0,28.0,15.0,12.0,34.0,23.0,0.0,0.0,0.0,171.0,0.0,15.0,2.3076923076923075,2.0,163.0,71.5,3.8,0.0,171.0,45.0,0.5555555555555556,0.0,27.0,48.599999999999994,2.221082621082621,120.33333333333333,55.03333333333333
441,O.J. Howard,TAM,25.0,14.0,14.0,53.0,34.0,0.0,0.0,0.0,459.0,1.0,83.9,4,1,19.0,11.0,0.0,0.0,0.0,146.0,2.0,27.0,17.0,9.0,21.0,14.0,0.0,0.0,0.0,135.0,1.0,20.0,7.5,2.0,146.0,19.733333333333334,2.0588235294117645,1.0,135.0,66.05714285714286,6.214285714285714,1.0,459.0,74.02298850574712,5.257703081232493,246.66666666666666,53.27115489874111
442,Foster Moreau,OAK,22.0,13.0,7.0,25.0,21.0,0.0,0.0,0.0,174.0,5.0,68.4,16,2,9.0,7.0,0.0,0.0,0.0,140.0,2.0,26.0,17.0,11.0,44.0,30.0,0.0,0.0,0.0,373.0,3.0,55.0,1.0,2.0,140.0,142.0,4.352941176470588,3.0,373.0,86.37837837837839,3.5384615384615383,5.0,174.0,50.58695652173913,2.9638009049773757,229.0,92.98844496670584
443,James O'Shaughnessy,JAX,27.0,5.0,5.0,20.0,14.0,0.0,0.0,0.0,153.0,2.0,41.3,15,13,38.0,28.0,0.0,0.0,0.0,262.0,0.0,26.0,7.0,6.0,34.0,24.0,0.0,0.0,0.0,244.0,0.0,26.0,4.4,0.0,262.0,59.54545454545454,8.285714285714286,0.0,244.0,29.448275862068964,6.8,2.0,153.0,22.794117647058822,6.495238095238096,219.66666666666666,37.26261601819411
444,Tyler Conklin,MIN,24.0,15.0,1.0,10.0,8.0,0.0,0.0,0.0,58.0,0.0,13.8,16,2,26.0,19.0,0.0,0.0,0.0,194.0,1.0,25.0,17.0,15.0,87.0,61.0,0.0,0.0,0.0,593.0,3.0,77.0,2.8125,1.0,194.0,69.33333333333333,8.705882352941176,3.0,593.0,68.45945945945947,1.2,0.0,58.0,48.333333333333336,4.239460784313725,281.6666666666667,62.04204204204205
445,Jesse James,DET,25.0,16.0,11.0,27.0,16.0,0.0,0.0,0.0,142.0,0.0,30.2,16,7,22.0,14.0,0.0,0.0,0.0,129.0,2.0,25.0,14.0,9.0,8.0,7.0,0.0,0.0,0.0,62.0,1.0,12.0,2.25,2.0,129.0,58.22222222222222,1.0714285714285714,1.0,62.0,58.800000000000004,2.6875,0.0,142.0,52.83720930232558,2.0029761904761902,111.0,56.6198105081826
446,Nick Boyle,BAL,26.0,16.0,15.0,43.0,31.0,0.0,0.0,0.0,321.0,2.0,75.1,9,9,17.0,14.0,0.0,0.0,0.0,113.0,2.0,23.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.4444444444444446,2.0,113.0,33.387096774193544,0.6,0.0,2.0,3.3333333333333335,4.625,2.0,321.0,69.83783783783784,2.8898148148148146,145.33333333333334,35.519422648454906
447,MyCole Pruitt,TEN,27.0,16.0,10.0,8.0,6.0,0.0,0.0,0.0,90.0,1.0,21.0,11,4,8.0,5.0,0.0,0.0,0.0,49.0,2.0,23.0,16.0,9.0,18.0,14.0,0.0,0.0,0.0,145.0,3.0,35.0,1.1818181818181819,2.0,49.0,43.15384615384615,2.0,3.0,145.0,74.0,0.875,1.0,90.0,104.0,1.3522727272727273,94.66666666666667,73.71794871794872
448,Adam Trautman,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,6,16.0,15.0,0.0,0.0,0.0,171.0,1.0,23.0,13.0,10.0,43.0,27.0,0.0,0.0,0.0,263.0,2.0,36.0,2.066666666666667,1.0,171.0,83.2258064516129,5.384615384615385,2.0,263.0,49.21428571428571,0.0,0.0,0.0,0.0,2.483760683760684,144.66666666666666,44.146697388632866
449,Ian Thomas,CAR,23.0,16.0,3.0,30.0,16.0,0.0,0.0,0.0,136.0,1.0,35.6,16,8,31.0,20.0,0.0,0.0,0.0,145.0,1.0,21.0,17.0,13.0,30.0,18.0,0.0,0.0,0.0,188.0,0.0,19.0,3.1875,1.0,145.0,45.80392156862745,2.823529411764706,0.0,188.0,66.58333333333333,2.875,1.0,136.0,47.65217391304348,2.962009803921569,156.33333333333334,53.34647627166808
450,Jason Witten,DAL,37.0,16.0,16.0,83.0,63.0,0.0,0.0,0.0,529.0,4.0,137.9,16,7,17.0,13.0,0.0,0.0,0.0,69.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.875,2.0,69.0,37.86666666666667,0.0,0.0,0.0,0.0,9.125,4.0,529.0,58.41095890410959,3.6666666666666665,199.33333333333334,32.092541856925415
451,Ryan Izzo,NWE,24.0,6.0,4.0,9.0,6.0,0.0,0.0,0.0,114.0,1.0,23.4,12,12,20.0,13.0,0.0,0.0,0.0,199.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,199.0,72.36363636363636,0.0,0.0,0.0,0.0,2.5,1.0,114.0,46.0,1.75,104.33333333333333,39.45454545454545
452,Albert Okwuegbunam,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,15.0,11.0,0.0,0.0,0.0,121.0,1.0,18.0,14.0,6.0,40.0,33.0,0.0,0.0,0.0,330.0,2.0,43.0,6.5,1.0,121.0,18.76923076923077,5.214285714285714,2.0,330.0,63.671232876712324,0.0,0.0,0.0,0.0,3.904761904761905,150.33333333333334,27.4801545486477
453,Jace Sternberger,GNB,23.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,15.0,12.0,0.0,0.0,0.0,114.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,1.0,114.0,51.111111111111114,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.8055555555555555,38.0,17.037037037037038
454,Nick Vannett,2TM,26.0,16.0,7.0,22.0,17.0,0.0,0.0,0.0,166.0,0.0,33.6,15,11,21.0,14.0,0.0,0.0,0.0,95.0,1.0,16.0,7.0,2.0,15.0,9.0,0.0,0.0,0.0,133.0,1.0,19.0,2.3333333333333335,1.0,95.0,41.14285714285714,3.4285714285714284,1.0,133.0,39.083333333333336,2.4375,0.0,166.0,68.1025641025641,2.733134920634921,131.33333333333334,49.44291819291819
455,Maxx Williams,ARI,25.0,16.0,10.0,19.0,15.0,0.0,0.0,0.0,202.0,1.0,41.2,9,8,10.0,8.0,0.0,0.0,0.0,102.0,1.0,16.0,5.0,5.0,17.0,16.0,0.0,0.0,0.0,193.0,1.0,25.0,2.0,1.0,102.0,51.5,6.6,1.0,193.0,29.393939393939394,2.125,1.0,202.0,95.52941176470588,3.5749999999999997,165.66666666666666,58.80778371954843
456,Darrell Daniels,ARI,25.0,11.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,1.4,12,8,11.0,8.0,0.0,0.0,0.0,92.0,1.0,15.0,15.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5833333333333333,1.0,92.0,58.73684210526316,0.3333333333333333,0.0,0.0,0.0,0.36363636363636365,0.0,4.0,11.0,0.76010101010101,32.0,23.245614035087716
457,C.J. Uzomah,CIN,26.0,16.0,16.0,40.0,27.0,0.0,0.0,0.0,242.0,2.0,63.2,2,2,11.0,8.0,0.0,0.0,0.0,87.0,1.0,15.0,16.0,16.0,63.0,49.0,0.0,0.0,0.0,493.0,5.0,79.0,9.5,1.0,87.0,9.263157894736842,7.0,5.0,493.0,71.14285714285714,4.1875,2.0,242.0,58.26865671641791,6.895833333333333,274.0,46.22489058467064
458,Troy Fumagalli,DEN,24.0,11.0,5.0,9.0,6.0,0.0,0.0,0.0,38.0,1.0,15.8,8,0,15.0,8.0,0.0,0.0,0.0,80.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.875,1.0,80.0,28.17391304347826,0.0,0.0,0.0,0.0,1.3636363636363635,1.0,38.0,28.6,1.4128787878787878,39.333333333333336,18.92463768115942
459,Stephen Anderson,LAC,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,3,11.0,8.0,0.0,0.0,0.0,106.0,0.0,11.0,17.0,4.0,19.0,16.0,0.0,0.0,0.0,165.0,1.0,23.0,1.1875,0.0,106.0,89.26315789473684,2.0588235294117645,1.0,165.0,80.62857142857143,0.0,0.0,0.0,0.0,1.0821078431372548,90.33333333333333,56.630576441102754
460,Blake Bell,KAN,28.0,15.0,7.0,15.0,8.0,0.0,0.0,0.0,67.0,0.0,14.7,16,2,15.0,11.0,2.0,0.0,1.0,110.0,0.0,11.0,16.0,5.0,13.0,9.0,10.0,0.0,4.0,87.0,0.0,10.0,1.625,0.0,112.0,68.92307692307692,1.375,0.0,97.0,70.54545454545455,1.5333333333333334,0.0,67.0,43.69565217391304,1.511111111111111,92.0,61.05472788081483
461,Virgil Green,LAC,31.0,15.0,4.0,13.0,9.0,0.0,0.0,0.0,78.0,1.0,22.8,6,3,6.0,3.0,0.0,0.0,0.0,50.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,50.0,34.0,0.0,0.0,0.0,0.0,1.4666666666666666,1.0,78.0,53.86363636363637,0.9888888888888889,42.666666666666664,29.287878787878793
462,Josh Hill,NOR,29.0,16.0,11.0,35.0,25.0,0.0,0.0,0.0,226.0,3.0,65.6,14,7,10.0,8.0,0.0,0.0,0.0,46.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,1.0,46.0,36.55555555555555,0.0,0.0,0.0,0.0,3.75,3.0,226.0,61.06666666666667,1.6785714285714286,90.66666666666667,32.54074074074074
463,Kaden Smith,NYG,22.0,9.0,6.0,42.0,31.0,0.0,0.0,0.0,268.0,3.0,75.8,15,12,21.0,18.0,0.0,0.0,0.0,112.0,0.0,11.0,9.0,4.0,3.0,3.0,0.0,0.0,0.0,33.0,0.0,3.0,2.6,0.0,112.0,43.07692307692307,0.6666666666666666,0.0,33.0,49.5,8.11111111111111,3.0,268.0,33.41095890410959,3.7925925925925923,137.66666666666666,41.99596066034422
464,Devin Asiasi,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,3,7.0,2.0,0.0,0.0,0.0,39.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,39.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,13.0,13.333333333333334
465,Vance McDonald,PIT,29.0,14.0,14.0,55.0,38.0,2.0,0.0,1.0,273.0,3.0,83.5,14,12,20.0,15.0,0.0,0.0,0.0,99.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,99.0,39.6,0.0,0.0,0.0,0.0,6.642857142857143,3.0,275.0,41.84946236559139,3.0476190476190474,124.66666666666667,27.149820788530462
466,Dominique Dafney,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,2.0,2.0,0.0,0.0,0.0,26.0,1.0,9.0,10.0,2.0,4.0,2.0,0.0,0.0,0.0,34.0,0.0,3.0,0.8,1.0,26.0,33.75,0.6,0.0,34.0,56.66666666666667,0.0,0.0,0.0,0.0,0.4666666666666666,20.0,30.13888888888889
467,Ryan Griffin,NYJ,29.0,13.0,13.0,41.0,34.0,0.0,0.0,0.0,320.0,5.0,96.0,15,6,12.0,9.0,0.0,0.0,0.0,86.0,0.0,9.0,14.0,12.0,42.0,27.0,0.0,0.0,0.0,261.0,2.0,38.0,1.4,0.0,86.0,61.42857142857143,4.928571428571429,2.0,261.0,53.36231884057971,5.769230769230769,5.0,320.0,56.333333333333336,4.032600732600733,222.33333333333334,57.041407867494826
468,Ryan Griffin,TAM,30.0,2.0,0.0,0.0,0.0,-1.0,0.0,4.0,0.0,0.0,0.62,15,6,12.0,9.0,0.0,0.0,0.0,86.0,0.0,9.0,14.0,12.0,42.0,27.0,0.0,0.0,0.0,261.0,2.0,38.0,1.4,0.0,86.0,61.42857142857143,4.928571428571429,2.0,261.0,53.36231884057971,0.0,0.0,-1.0,-inf,2.1095238095238096,115.33333333333333,-inf
469,Reggie Gilliam,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,2.0,2.0,0.0,0.0,0.0,16.0,1.0,8.0,16.0,5.0,5.0,3.0,3.0,0.0,3.0,23.0,0.0,3.0,0.2857142857142857,1.0,16.0,59.5,0.5,0.0,26.0,52.0,0.0,0.0,0.0,0.0,0.2619047619047619,14.0,37.166666666666664
470,Colin Thompson,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,4,2.0,1.0,0.0,0.0,0.0,7.0,1.0,7.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,7.0,40.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09696969696969697,2.3333333333333335,13.333333333333334
471,Jason Croom,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,2.6666666666666665
472,Luke Stocker,ATL,31.0,15.0,9.0,14.0,8.0,0.0,0.0,0.0,53.0,0.0,13.3,16,13,11.0,7.0,0.0,0.0,0.0,63.0,0.0,6.0,12.0,0.0,2.0,2.0,0.0,0.0,0.0,12.0,0.0,1.0,1.125,0.0,63.0,56.0,0.3333333333333333,0.0,12.0,36.0,1.4666666666666666,0.0,53.0,36.13636363636364,0.975,42.666666666666664,42.71212121212121
473,Jordan Thomas,HOU,23.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,8.0,0.0,1.8,6,0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.8,0.0,8.0,10.0,0.43333333333333335,3.6666666666666665,6.0
